exp,species,dev_stage,tissue,area,x,y,perimeter
rat Tg-NF-488 10x #20,Rat,Adult,TG,544.94,32.99,22.21,88.73
rat Tg-NF-488 10x #4,Rat,Adult,TG,544.13,21.57,30.46,86.46
rat Tg-NF-488 10x #20,Rat,Adult,TG,544.13,29.19,29.19,92.26
rat Tg-NF-488 10x #10,Rat,Adult,TG,543.93,29.19,22.84,85.97
rat Tg-NF-488 10x #40,Rat,Adult,TG,543.93,31.09,24.11,86.76
rat Tg-NF-488 10x #47,Rat,Adult,TG,543.93,27.92,26.02,84.7
rat Tg-NF-488 10x #4,Rat,Adult,TG,543.73,22.21,34.26,91.01
rat Tg-NF-488 10x #6,Rat,Adult,TG,543.73,29.19,27.28,89.28
rat Tg-NF-488 10x #34,Rat,Adult,TG,543.73,29.82,24.11,85.74
rat Tg-NF-488 10x #38,Rat,Adult,TG,543.53,33.63,21.57,88.18
rat Tg-NF-488 10x #33,Rat,Adult,TG,543.33,28.55,24.75,84.79
rat Tg-NF-488 10x #5,Rat,Adult,TG,543.12,24.11,28.55,85.34
rat Tg-NF-488 10x #20,Rat,Adult,TG,542.92,27.92,25.38,85.18
rat Tg-NF-488 10x #42,Rat,Adult,TG,542.92,21.57,31.09,85.7
rat Tg-NF-488 10x #2,Rat,Adult,TG,542.72,23.48,28.55,86.68
rat Tg-NF-488 10x #36,Rat,Adult,TG,542.72,28.55,23.48,86.02
rat Tg-NF-488 10x #14,Rat,Adult,TG,542.52,26.02,27.92,85.55
rat Tg-NF-488 10x #35,Rat,Adult,TG,542.52,29.19,23.48,85.74
rat Tg-NF-488 10x #1,Rat,Adult,TG,542.32,20.3,32.36,89.43
rat Tg-NF-488 10x #10,Rat,Adult,TG,542.32,28.55,24.11,88.72
rat Tg-NF-488 10x #22,Rat,Adult,TG,541.51,29.82,26.02,94.73
rat Tg-NF-488 10x #28,Rat,Adult,TG,541.51,24.75,26.02,84.29
rat Tg-NF-488 10x #22,Rat,Adult,TG,541.31,27.92,29.19,86.87
rat Tg-NF-488 10x #38,Rat,Adult,TG,541.31,26.65,24.75,84.31
rat Tg-NF-488 10x #46,Rat,Adult,TG,541.31,21.57,30.46,87.04
rat Tg-NF-488 10x #20,Rat,Adult,TG,540.91,28.55,23.48,85.17
rat Tg-NF-488 10x #20,Rat,Adult,TG,540.91,30.46,24.11,88.53
rat Tg-NF-488 10x #4,Rat,Adult,TG,540.71,23.48,31.09,86.26
rat Tg-NF-488 10x #36,Rat,Adult,TG,540.71,27.92,25.38,85.25
rat Tg-NF-488 10x #56,Rat,Adult,TG,540.71,24.75,26.02,85.68
rat Tg-NF-488 10x #38,Rat,Adult,TG,540.51,22.21,30.46,87.13
rat Tg-NF-488 10x #54,Rat,Adult,TG,540.51,29.82,24.11,88.11
rat Tg-NF-488 10x #11,Rat,Adult,TG,540.31,34.26,20.3,88.97
rat Tg-NF-488 10x #28,Rat,Adult,TG,540.31,26.02,24.11,84.68
rat Tg-NF-488 10x #33,Rat,Adult,TG,540.31,31.09,24.75,86.37
rat Tg-NF-488 10x #35,Rat,Adult,TG,540.1,36.8,17.77,91.79
rat Tg-NF-488 10x #4,Rat,Adult,TG,539.9,29.19,24.75,88.21
rat Tg-NF-488 10x #12,Rat,Adult,TG,539.7,29.82,26.02,88.85
rat Tg-NF-488 10x #24,Rat,Adult,TG,539.1,19.04,34.9,90.47
rat Tg-NF-488 10x #27,Rat,Adult,TG,539.1,23.48,30.46,86.84
rat Tg-NF-488 10x #55,Rat,Adult,TG,538.7,26.65,23.48,86.48
rat Tg-NF-488 10x #6,Rat,Adult,TG,538.49,27.92,24.75,87.33
rat Tg-NF-488 10x #5,Rat,Adult,TG,538.29,26.02,27.92,84.26
rat Tg-NF-488 10x #9,Rat,Adult,TG,537.29,26.65,23.48,84.79
rat Tg-NF-488 10x #15,Rat,Adult,TG,537.08,24.75,26.65,84.37
rat Tg-NF-488 10x #24,Rat,Adult,TG,537.08,24.75,27.28,86.8
rat Tg-NF-488 10x #1,Rat,Adult,TG,536.68,29.19,29.19,90.07
rat Tg-NF-488 10x #25,Rat,Adult,TG,536.48,24.75,30.46,87.58
rat Tg-NF-488 10x #32,Rat,Adult,TG,535.07,22.84,31.09,86.73
rat Tg-NF-488 10x #18,Rat,Adult,TG,534.67,20.94,33.63,89.09
rat Tg-NF-488 10x #45,Rat,Adult,TG,534.47,28.55,24.75,85.77
rat Tg-NF-488 10x #54,Rat,Adult,TG,534.47,26.65,45.05,113.2
rat Tg-NF-488 10x #49,Rat,Adult,TG,534.27,27.92,24.11,84.65
rat Tg-NF-488 10x #39,Rat,Adult,TG,533.86,29.19,21.57,85.69
rat Tg-NF-488 10x #47,Rat,Adult,TG,533.86,20.94,30.46,86.55
rat Tg-NF-488 10x #33,Rat,Adult,TG,533.46,31.09,19.67,88.13
rat Tg-NF-488 10x #41,Rat,Adult,TG,533.26,29.19,24.75,86.18
rat Tg-NF-488 10x #24,Rat,Adult,TG,533.06,20.94,32.36,89.48
rat Tg-NF-488 10x #4,Rat,Adult,TG,532.86,29.82,22.21,87.65
rat Tg-NF-488 10x #46,Rat,Adult,TG,532.86,26.65,26.65,86.35
rat Tg-NF-488 10x #19,Rat,Adult,TG,532.66,31.09,22.84,85.25
rat Tg-NF-488 10x #49,Rat,Adult,TG,532.45,36.8,18.4,92.65
rat Tg-NF-488 10x #54,Rat,Adult,TG,532.45,29.82,24.75,88.78
rat Tg-NF-488 10x #28,Rat,Adult,TG,532.05,34.26,23.48,91.96
rat Tg-NF-488 10x #39,Rat,Adult,TG,531.85,26.65,22.21,85.9
rat Tg-NF-488 10x #47,Rat,Adult,TG,531.85,26.65,23.48,83.93
rat Tg-NF-488 10x #36,Rat,Adult,TG,531.45,26.65,27.28,84.06
rat Tg-NF-488 10x #45,Rat,Adult,TG,530.84,30.46,21.57,85.37
rat Tg-NF-488 10x #55,Rat,Adult,TG,530.84,29.82,27.28,87.57
rat Tg-NF-488 10x #30,Rat,Adult,TG,530.64,26.65,24.11,87.06
rat Tg-NF-488 10x #33,Rat,Adult,TG,530.64,27.28,22.84,85.24
rat Tg-NF-488 10x #45,Rat,Adult,TG,530.44,27.92,24.11,83.74
rat Tg-NF-488 10x #28,Rat,Adult,TG,529.84,27.28,25.38,86.7
rat Tg-NF-488 10x #55,Rat,Adult,TG,529.84,28.55,21.57,86
rat Tg-NF-488 10x #6,Rat,Adult,TG,529.43,26.65,25.38,86.09
rat Tg-NF-488 10x #12,Rat,Adult,TG,529.23,27.92,26.65,87.67
rat Tg-NF-488 10x #24,Rat,Adult,TG,528.83,23.48,27.92,84.74
rat Tg-NF-488 10x #24,Rat,Adult,TG,528.43,26.02,29.82,89.35
rat Tg-NF-488 10x #21,Rat,Adult,TG,528.23,27.92,22.84,83.93
rat Tg-NF-488 10x #32,Rat,Adult,TG,528.23,29.82,22.21,85.86
rat Tg-NF-488 10x #13,Rat,Adult,TG,527.82,27.92,21.57,86.15
rat Tg-NF-488 10x #45,Rat,Adult,TG,527.62,26.02,26.65,82.83
rat Tg-NF-488 10x #25,Rat,Adult,TG,527.42,22.84,31.09,86.99
rat Tg-NF-488 10x #34,Rat,Adult,TG,527.22,27.92,23.48,85.36
rat Tg-NF-488 10x #31,Rat,Adult,TG,527.02,29.82,24.75,87.99
rat Tg-NF-488 10x #28,Rat,Adult,TG,526.62,31.09,22.21,84.61
rat Tg-NF-488 10x #54,Rat,Adult,TG,526.62,25.38,27.92,86.04
rat Tg-NF-488 10x #5,Rat,Adult,TG,526.42,22.21,29.82,84.41
rat Tg-NF-488 10x #45,Rat,Adult,TG,526.21,26.65,26.02,83.74
rat Tg-NF-488 10x #55,Rat,Adult,TG,526.21,24.11,26.02,83.56
rat Tg-NF-488 10x #19,Rat,Adult,TG,526.01,28.55,21.57,84.43
rat Tg-NF-488 10x #5,Rat,Adult,TG,525.81,24.11,26.02,83.82
rat Tg-NF-488 10x #11,Rat,Adult,TG,525.81,32.36,22.21,89.24
rat Tg-NF-488 10x #37,Rat,Adult,TG,525.81,36.8,16.5,91.91
rat Tg-NF-488 10x #9,Rat,Adult,TG,525.61,28.55,27.28,87.11
rat Tg-NF-488 10x #55,Rat,Adult,TG,525.61,28.55,29.19,87.82
rat Tg-NF-488 10x #9,Rat,Adult,TG,525.41,21.57,29.19,86.38
rat Tg-NF-488 10x #47,Rat,Adult,TG,525.41,20.94,31.73,87.62
rat Tg-NF-488 10x #41,Rat,Adult,TG,525.21,24.75,27.28,82.82
rat Tg-NF-488 10x #28,Rat,Adult,TG,525.01,30.46,20.3,85.83
rat Tg-NF-488 10x #32,Rat,Adult,TG,525.01,30.46,24.75,87.62
rat Tg-NF-488 10x #39,Rat,Adult,TG,524.8,26.65,26.65,85.11
rat Tg-NF-488 10x #48,Rat,Adult,TG,524.8,24.75,24.11,85.35
rat Tg-NF-488 10x #3,Rat,Adult,TG,524.6,26.65,27.28,85.65
rat Tg-NF-488 10x #17,Rat,Adult,TG,524.4,25.38,27.92,87.18
rat Tg-NF-488 10x #30,Rat,Adult,TG,524.4,24.11,28.55,84.76
rat Tg-NF-488 10x #27,Rat,Adult,TG,524,20.3,32.36,89.17
rat Tg-NF-488 10x #40,Rat,Adult,TG,523.6,33.63,18.4,90.26
rat Tg-NF-488 10x #40,Rat,Adult,TG,523.4,26.02,24.75,84.63
rat Tg-NF-488 10x #57,Rat,Adult,TG,522.99,30.46,21.57,84.89
rat Tg-NF-488 10x #51,Rat,Adult,TG,522.79,19.67,34.9,88.33
rat Tg-NF-488 10x #51,Rat,Adult,TG,522.59,34.26,20.94,87.33
rat Tg-NF-488 10x #24,Rat,Adult,TG,522.39,26.65,23.48,84.08
rat Tg-NF-488 10x #25,Rat,Adult,TG,522.39,27.28,22.84,85.95
rat Tg-NF-488 10x #41,Rat,Adult,TG,522.39,24.11,28.55,84.47
rat Tg-NF-488 10x #48,Rat,Adult,TG,522.19,32.99,20.94,85.92
rat Tg-NF-488 10x #19,Rat,Adult,TG,521.99,28.55,22.21,84.98
rat Tg-NF-488 10x #36,Rat,Adult,TG,521.99,29.19,23.48,85.16
rat Tg-NF-488 10x #43,Rat,Adult,TG,521.58,43.15,17.77,98.58
rat Tg-NF-488 10x #32,Rat,Adult,TG,521.38,21.57,28.55,84.3
rat Tg-NF-488 10x #2,Rat,Adult,TG,520.78,26.02,24.11,83.54
rat Tg-NF-488 10x #36,Rat,Adult,TG,520.78,29.82,23.48,85.46
rat Tg-NF-488 10x #9,Rat,Adult,TG,519.57,22.84,30.46,87.54
rat Tg-NF-488 10x #34,Rat,Adult,TG,519.57,26.65,24.11,83.37
rat Tg-NF-488 10x #46,Rat,Adult,TG,519.37,24.75,25.38,82.62
rat Tg-NF-488 10x #21,Rat,Adult,TG,519.17,25.38,30.46,88.67
rat Tg-NF-488 10x #10,Rat,Adult,TG,518.97,29.82,20.94,84.86
rat Tg-NF-488 10x #56,Rat,Adult,TG,518.97,19.04,32.36,87.35
rat Tg-NF-488 10x #46,Rat,Adult,TG,518.77,22.84,27.92,83.88
rat Tg-NF-488 10x #13,Rat,Adult,TG,518.36,26.65,23.48,85.02
rat Tg-NF-488 10x #16,Rat,Adult,TG,518.16,31.09,20.94,85.55
rat Tg-NF-488 10x #26,Rat,Adult,TG,517.56,30.46,21.57,85.67
rat Tg-NF-488 10x #33,Rat,Adult,TG,517.56,25.38,24.11,83.35
rat Tg-NF-488 10x #34,Rat,Adult,TG,517.16,26.65,22.84,83.63
rat Tg-NF-488 10x #9,Rat,Adult,TG,516.55,25.38,27.92,85.77
rat Tg-NF-488 10x #14,Rat,Adult,TG,516.55,26.65,22.84,82.93
rat Tg-NF-488 10x #31,Rat,Adult,TG,516.55,31.09,20.94,84.94
rat Tg-NF-488 10x #56,Rat,Adult,TG,515.54,26.02,24.75,82.17
rat Tg-NF-488 10x #2,Rat,Adult,TG,515.14,25.38,31.09,96.07
rat Tg-NF-488 10x #38,Rat,Adult,TG,515.14,26.02,25.38,82.23
rat Tg-NF-488 10x #27,Rat,Adult,TG,514.94,21.57,29.19,84.1
rat Tg-NF-488 10x #20,Rat,Adult,TG,514.54,29.82,20.94,85.76
rat Tg-NF-488 10x #45,Rat,Adult,TG,514.34,23.48,26.65,82.05
rat Tg-NF-488 10x #15,Rat,Adult,TG,514.14,22.84,28.55,84.08
rat Tg-NF-488 10x #28,Rat,Adult,TG,514.14,26.02,30.46,89.92
rat Tg-NF-488 10x #15,Rat,Adult,TG,513.53,24.75,24.11,84.08
rat Tg-NF-488 10x #45,Rat,Adult,TG,512.93,21.57,30.46,85.9
rat Tg-NF-488 10x #3,Rat,Adult,TG,512.73,22.84,32.36,87.59
rat Tg-NF-488 10x #13,Rat,Adult,TG,511.72,27.28,22.21,83.12
rat Tg-NF-488 10x #51,Rat,Adult,TG,511.12,21.57,28.55,84.61
rat Tg-NF-488 10x #10,Rat,Adult,TG,510.71,30.46,24.11,87.6
rat Tg-NF-488 10x #7,Rat,Adult,TG,509.71,26.02,23.48,83.76
rat Tg-NF-488 10x #20,Rat,Adult,TG,509.71,29.82,25.38,83.52
rat Tg-NF-488 10x #26,Rat,Adult,TG,509.3,26.65,26.02,85.66
rat Tg-NF-488 10x #42,Rat,Adult,TG,509.1,20.94,29.19,85.97
rat Tg-NF-488 10x #35,Rat,Adult,TG,508.3,25.38,27.28,85.36
rat Tg-NF-488 10x #1,Rat,Adult,TG,507.9,27.92,21.57,85.33
rat Tg-NF-488 10x #21,Rat,Adult,TG,507.29,17.77,37.44,92.67
rat Tg-NF-488 10x #48,Rat,Adult,TG,507.29,24.75,27.28,82.97
rat Tg-NF-488 10x #39,Rat,Adult,TG,506.89,32.36,19.04,86.35
rat Tg-NF-488 10x #31,Rat,Adult,TG,506.49,26.65,26.02,82.42
rat Tg-NF-488 10x #43,Rat,Adult,TG,506.49,27.28,22.84,83.89
rat Tg-NF-488 10x #1,Rat,Adult,TG,505.68,22.21,27.28,82.64
rat Tg-NF-488 10x #15,Rat,Adult,TG,505.68,27.92,22.21,84.02
rat Tg-NF-488 10x #57,Rat,Adult,TG,505.48,28.55,22.84,83.16
rat Tg-NF-488 10x #34,Rat,Adult,TG,505.28,29.19,21.57,83.49
rat Tg-NF-488 10x #39,Rat,Adult,TG,505.28,36.17,22.84,92.4
rat Tg-NF-488 10x #35,Rat,Adult,TG,504.88,29.82,22.84,82.34
rat Tg-NF-488 10x #48,Rat,Adult,TG,504.47,29.19,20.94,83.96
rat Tg-NF-488 10x #45,Rat,Adult,TG,504.27,27.92,25.38,84.1
rat Tg-NF-488 10x #15,Rat,Adult,TG,503.67,36.17,17.77,92.64
rat Tg-NF-488 10x #6,Rat,Adult,TG,503.06,27.92,31.09,95.65
rat Tg-NF-488 10x #26,Rat,Adult,TG,502.46,27.28,22.21,84.11
rat Tg-NF-488 10x #34,Rat,Adult,TG,502.46,25.38,23.48,83.34
rat Tg-NF-488 10x #55,Rat,Adult,TG,502.26,22.21,28.55,84.24
rat Tg-NF-488 10x #17,Rat,Adult,TG,502.06,29.19,19.67,85.02
rat Tg-NF-488 10x #30,Rat,Adult,TG,502.06,24.75,32.99,92.93
rat Tg-NF-488 10x #19,Rat,Adult,TG,501.86,27.92,24.75,83.61
rat Tg-NF-488 10x #17,Rat,Adult,TG,501.45,31.73,19.04,84.68
rat Tg-NF-488 10x #6,Rat,Adult,TG,501.25,23.48,29.82,84.39
rat Tg-NF-488 10x #34,Rat,Adult,TG,501.05,27.92,24.75,83.51
rat Tg-NF-488 10x #4,Rat,Adult,TG,500.85,23.48,27.92,82.35
rat Tg-NF-488 10x #54,Rat,Adult,TG,500.85,28.55,25.38,90.84
rat Tg-NF-488 10x #45,Rat,Adult,TG,500.45,19.04,33.63,85.62
rat Tg-NF-488 10x #42,Rat,Adult,TG,500.25,20.3,28.55,83.5
rat Tg-NF-488 10x #45,Rat,Adult,TG,500.25,24.11,24.11,81.7
rat Tg-NF-488 10x #39,Rat,Adult,TG,500.04,28.55,24.75,83.36
rat Tg-NF-488 10x #9,Rat,Adult,TG,499.84,26.02,25.38,82.81
rat Tg-NF-488 10x #15,Rat,Adult,TG,499.64,23.48,32.99,88.84
rat Tg-NF-488 10x #45,Rat,Adult,TG,499.44,24.11,26.02,82.57
rat Tg-NF-488 10x #4,Rat,Adult,TG,499.24,18.4,35.53,88.51
rat Tg-NF-488 10x #46,Rat,Adult,TG,498.84,20.3,31.09,84.29
rat Tg-NF-488 10x #4,Rat,Adult,TG,498.64,20.3,28.55,84.95
rat Tg-NF-488 10x #49,Rat,Adult,TG,498.64,31.73,22.84,86.21
rat Tg-NF-488 10x #5,Rat,Adult,TG,498.43,24.75,27.28,83.46
rat Tg-NF-488 10x #5,Rat,Adult,TG,498.03,29.82,20.94,83.7
rat Tg-NF-488 10x #11,Rat,Adult,TG,498.03,31.09,19.04,89.47
rat Tg-NF-488 10x #36,Rat,Adult,TG,497.83,25.38,27.92,83.91
rat Tg-NF-488 10x #28,Rat,Adult,TG,497.63,28.55,21.57,83.95
rat Tg-NF-488 10x #8,Rat,Adult,TG,496.82,26.65,23.48,82.82
rat Tg-NF-488 10x #47,Rat,Adult,TG,496.22,24.75,22.84,81.84
rat Tg-NF-488 10x #5,Rat,Adult,TG,496.02,24.75,29.19,85.28
rat Tg-NF-488 10x #28,Rat,Adult,TG,495.82,32.36,24.11,88.91
rat Tg-NF-488 10x #39,Rat,Adult,TG,495.82,27.92,23.48,82.24
rat Tg-NF-488 10x #48,Rat,Adult,TG,495.82,27.28,24.11,84.38
rat Tg-NF-488 10x #36,Rat,Adult,TG,495.41,25.38,24.11,81.68
rat Tg-NF-488 10x #14,Rat,Adult,TG,495.21,26.65,24.75,84.32
rat Tg-NF-488 10x #20,Rat,Adult,TG,495.21,34.9,17.13,87.24
rat Tg-NF-488 10x #26,Rat,Adult,TG,494.81,32.36,17.77,87.23
rat Tg-NF-488 10x #34,Rat,Adult,TG,494.81,28.55,21.57,83.96
rat Tg-NF-488 10x #45,Rat,Adult,TG,494.61,25.38,24.75,80.55
rat Tg-NF-488 10x #56,Rat,Adult,TG,494.41,32.36,22.21,85.06
rat Tg-NF-488 10x #12,Rat,Adult,TG,493.8,26.02,26.02,81.92
rat Tg-NF-488 10x #42,Rat,Adult,TG,493.8,22.21,31.73,86.11
rat Tg-NF-488 10x #48,Rat,Adult,TG,493.8,25.38,28.55,85.96
rat Tg-NF-488 10x #15,Rat,Adult,TG,493.4,26.65,22.21,81.42
rat Tg-NF-488 10x #38,Rat,Adult,TG,493.4,27.92,24.11,82.85
rat Tg-NF-488 10x #9,Rat,Adult,TG,493.2,29.19,22.84,81.61
rat Tg-NF-488 10x #30,Rat,Adult,TG,493.2,19.67,31.09,86.27
rat Tg-NF-488 10x #39,Rat,Adult,TG,493,24.11,27.92,87.88
rat Tg-NF-488 10x #51,Rat,Adult,TG,493,29.19,22.84,84.38
rat Tg-NF-488 10x #30,Rat,Adult,TG,492.8,28.55,36.8,101.23
rat Tg-NF-488 10x #13,Rat,Adult,TG,492.6,29.82,20.3,81.78
rat Tg-NF-488 10x #17,Rat,Adult,TG,492.19,26.02,24.11,82.62
rat Tg-NF-488 10x #34,Rat,Adult,TG,492.19,27.28,28.55,89.63
rat Tg-NF-488 10x #33,Rat,Adult,TG,491.99,26.65,24.75,82.52
rat Tg-NF-488 10x #9,Rat,Adult,TG,491.79,21.57,34.26,90.88
rat Tg-NF-488 10x #7,Rat,Adult,TG,491.59,27.28,23.48,83.31
rat Tg-NF-488 10x #47,Rat,Adult,TG,491.19,32.99,16.5,87.94
rat Tg-NF-488 10x #13,Rat,Adult,TG,490.99,25.38,22.84,83.57
rat Tg-NF-488 10x #17,Rat,Adult,TG,490.99,24.75,24.11,81.14
rat Tg-NF-488 10x #38,Rat,Adult,TG,490.99,27.28,23.48,81.22
rat Tg-NF-488 10x #45,Rat,Adult,TG,490.58,22.84,26.02,80.74
rat Tg-NF-488 10x #55,Rat,Adult,TG,490.38,29.19,22.21,85.12
rat Tg-NF-488 10x #48,Rat,Adult,TG,490.18,25.38,25.38,81.2
rat Tg-NF-488 10x #51,Rat,Adult,TG,490.18,22.84,28.55,80.66
rat Tg-NF-488 10x #20,Rat,Adult,TG,489.98,24.75,24.11,79.62
rat Tg-NF-488 10x #24,Rat,Adult,TG,489.98,25.38,24.11,81.71
rat Tg-NF-488 10x #27,Rat,Adult,TG,489.98,20.3,29.19,84.08
rat Tg-NF-488 10x #45,Rat,Adult,TG,489.17,22.84,26.65,80.59
rat Tg-NF-488 10x #35,Rat,Adult,TG,488.57,21.57,29.19,81.95
rat Tg-NF-488 10x #47,Rat,Adult,TG,488.37,26.02,22.84,80.82
rat Tg-NF-488 10x #1,Rat,Adult,TG,488.17,30.46,20.94,82.64
rat Tg-NF-488 10x #5,Rat,Adult,TG,488.17,32.36,19.04,87.25
rat Tg-NF-488 10x #31,Rat,Adult,TG,488.17,26.65,25.38,81.9
rat Tg-NF-488 10x #20,Rat,Adult,TG,487.97,34.26,19.67,90.47
rat Tg-NF-488 10x #31,Rat,Adult,TG,487.97,26.02,23.48,81.57
rat Tg-NF-488 10x #55,Rat,Adult,TG,487.97,26.02,26.02,83.45
rat Tg-NF-488 10x #55,Rat,Adult,TG,487.97,24.75,23.48,79.92
rat Tg-NF-488 10x #32,Rat,Adult,TG,487.76,23.48,26.02,80.84
rat Tg-NF-488 10x #32,Rat,Adult,TG,487.76,24.11,26.02,80.47
rat Tg-NF-488 10x #2,Rat,Adult,TG,487.36,24.75,22.84,81.42
rat Tg-NF-488 10x #17,Rat,Adult,TG,486.96,27.92,20.3,83.68
rat Tg-NF-488 10x #35,Rat,Adult,TG,486.96,29.82,21.57,83.7
rat Tg-NF-488 10x #41,Rat,Adult,TG,486.96,26.02,22.21,82.25
rat Tg-NF-488 10x #42,Rat,Adult,TG,486.96,19.67,30.46,83.13
rat Tg-NF-488 10x #9,Rat,Adult,TG,486.76,20.94,31.09,85.35
rat Tg-NF-488 10x #35,Rat,Adult,TG,486.76,26.65,23.48,83.88
rat Tg-NF-488 10x #48,Rat,Adult,TG,486.76,18.4,30.46,83.96
rat Tg-NF-488 10x #24,Rat,Adult,TG,486.56,23.48,27.28,86.62
rat Tg-NF-488 10x #37,Rat,Adult,TG,486.56,26.65,27.28,85.24
rat Tg-NF-488 10x #31,Rat,Adult,TG,486.15,24.75,27.28,82.92
rat Tg-NF-488 10x #39,Rat,Adult,TG,485.95,29.82,20.3,83.06
rat Tg-NF-488 10x #41,Rat,Adult,TG,485.95,21.57,31.09,83.96
rat Tg-NF-488 10x #15,Rat,Adult,TG,485.55,31.09,20.94,85.67
rat Tg-NF-488 10x #45,Rat,Adult,TG,485.55,21.57,26.65,80.63
rat Tg-NF-488 10x #19,Rat,Adult,TG,485.35,30.46,20.3,85.89
rat Tg-NF-488 10x #17,Rat,Adult,TG,485.15,28.55,21.57,82.84
rat Tg-NF-488 10x #28,Rat,Adult,TG,484.95,23.48,25.38,84.02
rat Tg-NF-488 10x #30,Rat,Adult,TG,484.95,27.92,23.48,84.26
rat Tg-NF-488 10x #8,Rat,Adult,TG,484.54,38.07,15.86,92.11
rat Tg-NF-488 10x #49,Rat,Adult,TG,484.34,29.82,18.4,83.43
rat Tg-NF-488 10x #30,Rat,Adult,TG,483.94,23.48,27.92,83.84
rat Tg-NF-488 10x #44,Rat,Adult,TG,483.94,27.28,24.11,84.73
rat Tg-NF-488 10x #16,Rat,Adult,TG,483.34,29.82,17.77,85.62
rat Tg-NF-488 10x #14,Rat,Adult,TG,483.13,24.75,23.48,80.31
rat Tg-NF-488 10x #32,Rat,Adult,TG,482.93,30.46,19.04,81.78
rat Tg-NF-488 10x #19,Rat,Adult,TG,482.53,26.02,24.75,79.96
rat Tg-NF-488 10x #5,Rat,Adult,TG,481.93,22.21,26.02,81.5
rat Tg-NF-488 10x #5,Rat,Adult,TG,481.93,20.94,34.9,88.21
rat Tg-NF-488 10x #28,Rat,Adult,TG,481.73,31.73,17.77,83.96
rat Tg-NF-488 10x #20,Rat,Adult,TG,480.52,24.11,25.38,82.98
rat Tg-NF-488 10x #28,Rat,Adult,TG,480.52,23.48,26.65,81.5
rat Tg-NF-488 10x #42,Rat,Adult,TG,480.32,25.38,31.09,87.57
rat Tg-NF-488 10x #24,Rat,Adult,TG,479.91,22.84,26.65,81.31
rat Tg-NF-488 10x #42,Rat,Adult,TG,479.91,18.4,36.17,89.26
rat Tg-NF-488 10x #33,Rat,Adult,TG,479.71,29.19,19.67,83.13
rat Tg-NF-488 10x #34,Rat,Adult,TG,479.51,24.75,24.11,81.37
rat Tg-NF-488 10x #3,Rat,Adult,TG,479.11,18.4,29.19,84.84
rat Tg-NF-488 10x #13,Rat,Adult,TG,478.1,27.92,19.04,83.87
rat Tg-NF-488 10x #24,Rat,Adult,TG,477.5,26.02,24.75,80.18
rat Tg-NF-488 10x #35,Rat,Adult,TG,477.5,26.02,22.84,80.11
rat Tg-NF-488 10x #41,Rat,Adult,TG,476.89,19.04,32.36,84.43
rat Tg-NF-488 10x #13,Rat,Adult,TG,476.09,23.48,27.92,86.42
rat Tg-NF-488 10x #21,Rat,Adult,TG,475.89,30.46,20.94,81.02
rat Tg-NF-488 10x #30,Rat,Adult,TG,475.69,28.55,20.94,81.01
rat Tg-NF-488 10x #14,Rat,Adult,TG,475.28,23.48,24.11,79.83
rat Tg-NF-488 10x #12,Rat,Adult,TG,475.08,26.65,21.57,79.79
rat Tg-NF-488 10x #49,Rat,Adult,TG,475.08,29.19,21.57,81.07
rat Tg-NF-488 10x #39,Rat,Adult,TG,474.48,24.75,25.38,79.86
rat Tg-NF-488 10x #9,Rat,Adult,TG,474.28,17.13,31.09,86.57
rat Tg-NF-488 10x #54,Rat,Adult,TG,473.87,23.48,24.75,79.63
rat Tg-NF-488 10x #19,Rat,Adult,TG,472.26,24.11,26.65,81.1
rat Tg-NF-488 10x #57,Rat,Adult,TG,472.26,29.82,26.65,89.01
rat Tg-NF-488 10x #35,Rat,Adult,TG,471.86,28.55,20.94,82.47
rat Tg-NF-488 10x #12,Rat,Adult,TG,470.85,39.34,17.77,94.48
rat Tg-NF-488 10x #24,Rat,Adult,TG,470.85,23.48,27.28,79.81
rat Tg-NF-488 10x #30,Rat,Adult,TG,470.45,24.11,22.21,79.13
rat Tg-NF-488 10x #35,Rat,Adult,TG,470.45,35.53,17.13,86.18
rat Tg-NF-488 10x #27,Rat,Adult,TG,470.25,24.75,22.84,79.4
rat Tg-NF-488 10x #9,Rat,Adult,TG,470.05,18.4,31.09,82.25
rat Tg-NF-488 10x #29,Rat,Adult,TG,469.65,35.53,16.5,87.93
rat Tg-NF-488 10x #9,Rat,Adult,TG,469.24,22.21,26.65,79.29
rat Tg-NF-488 10x #31,Rat,Adult,TG,469.24,26.02,26.02,80.73
rat Tg-NF-488 10x #57,Rat,Adult,TG,469.04,24.75,24.11,78.4
rat Tg-NF-488 10x #25,Rat,Adult,TG,468.84,24.75,23.48,79.56
rat Tg-NF-488 10x #42,Rat,Adult,TG,468.64,24.11,23.48,79.41
rat Tg-NF-488 10x #47,Rat,Adult,TG,468.44,20.3,27.92,83.49
rat Tg-NF-488 10x #19,Rat,Adult,TG,468.24,32.36,19.04,84.75
rat Tg-NF-488 10x #9,Rat,Adult,TG,468.04,32.36,22.84,86.09
rat Tg-NF-488 10x #29,Rat,Adult,TG,468.04,26.65,21.57,80.79
rat Tg-NF-488 10x #25,Rat,Adult,TG,467.63,25.38,25.38,78.97
rat Tg-NF-488 10x #14,Rat,Adult,TG,467.43,21.57,27.92,80.64
rat Tg-NF-488 10x #17,Rat,Adult,TG,467.43,24.75,23.48,78.21
rat Tg-NF-488 10x #47,Rat,Adult,TG,467.03,18.4,29.82,82.18
